300000 1 50000
item1          31518 90103
item37460          18389 49069
item37461          36676 46897
item37462          46513 69522
item37463          11867 67545
item37464          38512 73249
item37465          47044 22434
item37466          13417 36503
item37467          39396 47888
item37468          31937 69976
item37469          3399 40202
item37470          48893 1058
item37471          10131 87826
item37472          17865 35769
item37473          633 53128
item37474          35839 41048
item37475          2667 74127
item37476          6311 45575
item37477          23968 48292
item37478          9321 13128
item37479          28131 26852
item37480          21017 46309
item37481          32260 54203
item37482          11287 90597
item37483          1808 65878
item37484          35245 66597
item37485          23375 68287
item37486          36369 87019
item37487          34573 80829
item37488          41290 21394
item37489          34911 46911
item37490          2637 71631
item37491          38672 11614
item37492          16411 60441
item37493          11920 79342
item37494          23835 1699
item37495          15611 96418
item37496          590 33345
item37497          46320 4851
item37498          5858 14688
item37499          20477 40714
item37500          14636 47451
item37501          10872 10045
item37502          12685 44831
item37503          19620 16841
item37504          41177 56965
item37505          36206 25793
item37506          29311 87251
item37507          39905 9072
item37508          40383 99221
item37509          31085 58095
item37510          10944 84978
item37511          23337 45582
item37512          39605 81808
item37513          16713 81011
item37514          48507 49740
item37515          19915 93389
item37516          17258 4116
item37517          30125 99716
item37518          41098 25384
item37519          32495 94253
item37520          40882 64046
item37521          39720 38210
item37522          1443 92139
item37523          17096 68173
item37524          5723 69975
item37525          20920 58893
