150000 1 25000
item1          7672 6743
item21535          20450 42089
item21536          4753 27802
item21537          11316 36752
item21538          4829 4526
item21539          4307 14804
item21540          760 12812
item21541          22057 49229
item21542          14190 16542
item21543          16605 31345
item21544          10921 2126
item21545          23646 4874
item21546          14906 8975
item21547          10145 26048
item21548          16941 18386
item21549          3098 46929
item21550          24689 45182
item21551          2940 16233
item21552          15389 5413
item21553          12496 49153
item21554          16221 41106
item21555          19919 5184
item21556          24436 44096
item21557          6319 26614
item21558          6882 23035
item21559          13537 13352
item21560          11935 38855
item21561          18524 21400
item21562          535 17544
item21563          16313 23862
item21564          24128 39977
item21565          5164 32494
item21566          24782 12253
item21567          19125 24967
item21568          6198 47701
item21569          2191 27085
item21570          279 20565
item21571          9843 21314
item21572          1415 7340
item21573          2391 28566
item21574          17794 4859
item21575          23638 1721
item21576          23209 43428
item21577          12481 21299
item21578          22790 27019
item21579          15615 1212
item21580          3598 43991
item21581          1161 34177
item21582          6745 7759
item21583          10291 12236
item21584          9470 18866
item21585          16868 40926
item21586          4230 45412
item21587          17693 42705
item21588          15982 29406
item21589          4909 19176
item21590          9097 37064
item21591          21156 28490
item21592          18586 39863
item21593          20318 21505
item21594          2482 7274
item21595          3642 47682
item21596          15640 32858
item21597          14700 28752
item21598          12912 17115
item21599          24486 48403
item21600          19919 21380
item21601          1562 4462
item21602          15965 46811
item21603          23711 14182
item21604          19723 9060
item21605          24634 6854
item21606          15326 13364
item21607          15433 17219
item21608          12999 32737
item21609          12884 2869
item21610          22804 20861
item21611          6083 1126
