45000 1 10000
item1          4736 4397
a2002          430 8683
a2003          4979 9018
a2004          3681 724
a2005          5308 1216
a2006          3060 4048
a2007          6100 1020
a2008          5425 5673
a2009          6736 13459
a2010          2389 12742
a2011          98 8182
a2012          5928 10173
a2013          3472 6994
a2014          253 4316
a2015          6535 8801
a2016          4334 2945
a2017          3247 7883
a2018          3499 9601
a2019          900 2239
a2020          1014 2760
a2021          5470 2587
a2022          2748 10526
a2023          6330 12793
a2024          5432 7045
a2025          5025 12040
a2026          1956 13915
a2027          3717 8143
a2028          5886 13872
a2029          1088 12283
a2030          5736 2868
a2031          2926 10149
a2032          1143 478
a2033          6413 1713
a2034          3072 1423
a2035          5894 8336
a2036          6293 11171
a2037          3724 1638
a2038          2131 11330
a2039          3289 10363
a2040          5510 1501
a2041          3959 3085
a2042          3813 8325
a2043          2268 13242
a2044          5702 7235
a2045          222 7351
a2046          2882 12361
a2047          2134 8912
a2048          1035 13583
a2049          37 13316
a2050          1318 455
a2051          3425 10425
a2052          7199 7669
a2053          3118 11543
a2054          6257 12544
a2055          1203 1056
a2056          6156 4050
a2057          1298 10518
a2058          488 638
a2059          2335 14210
a2060          7001 13779
a2061          5287 10306
a2062          4546 9965
a2063          2 8675
a2064          5398 3921
a2065          5010 11143
a2066          903 188
a2067          3573 3645
a2068          4977 9
a2069          6589 2898
a2070          7222 6893
a2071          5661 8004
a2072          6665 2577
a2073          7113 6061
a2074          2771 8653
a2075          3988 12934
a2076          389 6452
a2077          4676 728
a2078          1770 11859
a2079          7347 9532
a2080          5015 11155
a2081          5253 7235
a2082          4884 2987
a2083          1564 8727
a2084          6031 4492
a2085          4917 7767
a2086          3514 13275
a2087          5717 14486
a2088          4938 14998
a2089          2918 2348
a2090          1510 5909
a2091          6736 8195
a2092          6559 270
a2093          1446 14475
a2094          5582 7321
a2095          5009 6210
a2096          286 13825
a2097          2945 14529
a2098          4027 8095
a2099          4814 7091
a2100          6346 11450
a2101          1609 14778
a2102          5573 325
a2103          3365 2967
a2104          1681 11955
a2105          6631 5237
a2106          6551 12314
a2107          6692 5057
a2108          2910 3237
a2109          3610 5343
a2110          4866 9868
a2111          4020 11555
a2112          5405 9782
a2113          4267 1784
a2114          1276 14407
a2115          1419 12222
a2116          6294 9249
a2117          7086 1345
a2118          2196 11916
a2119          3013 8488
a2120          6000 8116
a2121          5565 1813
a2122          5510 12191
a2123          5069 5428
a2124          5254 8899
a2125          1179 1917
a2126          5119 14368
a2127          3339 246
a2128          6748 9603
a2129          1004 5106
a2130          946 1444
a2131          2405 7064
a2132          3269 4441
a2133          2518 11924
a2134          5497 7633
a2135          1254 12178
a2136          5168 4002
a2137          5107 753
a2138          7179 10812
a2139          2905 10910
a2140          5135 2635
a2141          5243 3524
a2142          3264 14857
a2143          53 8387
a2144          5263 2710
a2145          2599 10699
a2146          5129 2736
a2147          2766 7743
a2148          2226 6379
a2149          332 3889
a2150          6702 4708
a2151          3849 6403
a2152          5999 9088
a2153          5689 8849
a2154          4717 1471
a2155          2133 12715
a2156          2249 471
a2157          1385 4150
a2158          916 6969
a2159          2187 1929
a2160          5539 2862
a2161          1557 11042
a2162          7427 5177
a2163          3786 6899
a2164          3940 13874
a2165          1748 309
a2166          630 402
a2167          5460 3216
a2168          2856 4594
a2169          2720 11260
a2170          3495 6988
a2171          431 13918
a2172          7477 2107
a2173          2511 3141
a2174          6098 4246
a2175          1574 5962
a2176          1495 4536
a2177          1928 13678
a2178          3772 11732
a2179          4119 14762
a2180          3835 11302
a2181          3736 6289
a2182          972 12204
a2183          6889 11737
a2184          7141 12080
a2185          2291 202
a2186          6320 5395
a2187          7367 9194
a2188          3572 13752
a2189          3646 12533
a2190          5918 14951
a2191          1567 10134
a2192          6033 2279
a2193          927 4753
a2194          515 5931
a2195          2234 2533
a2196          938 6287
a2197          380 14930
a2198          4135 5298
a2199          2287 6069
a2200          1054 3032
a2201          5091 5960
a2202          3174 3229
a2203          6761 2776
a2204          3734 6480
a2205          1162 11633
a2206          325 10055
a2207          2610 7646
a2208          4993 13745
a2209          3726 1561
a2210          2362 7542
a2211          74 7576
a2212          4808 12357
a2213          3615 1833
a2214          4070 14666
a2215          3978 2617
a2216          2814 5244
a2217          5878 12757
a2218          868 8006
a2219          486 3949
a2220          3125 7197
a2221          6274 3638
a2222          6722 12651
a2223          5052 12662
a2224          2479 11084
a2225          6547 7550
a2226          7344 6326
a2227          5553 10973
a2228          323 12191
a2229          5882 3346
a2230          2968 3051
a2231          2284 7942
a2232          6021 9249
a2233          1239 10112
a2234          7282 2368
a2235          847 6658
a2236          3154 7790
a2237          3141 13621
a2238          3157 4858
a2239          2173 9016
a2240          3021 11059
a2241          2650 7281
a2242          4127 14741
a2243          1285 7303
a2244          5247 9950
a2245          4790 136
a2246          5619 6385
a2247          5376 11957
a2248          689 11975
a2249          2828 9939
a2250          5450 4287
a2251          6968 4815
a2252          6105 12365
a2253          3695 10389
a2254          4832 2556
a2255          3194 14140
a2256          5183 2167
a2257          6802 5128
a2258          6608 11895
a2259          7225 9540
a2260          3209 7420
a2261          4560 2249
a2262          7050 894
a2263          6689 9779
a2264          5805 4132
a2265          1465 5961
a2266          4774 2058
a2267          4852 10374
a2268          203 12705
a2269          7124 9697
a2270          4357 13077
a2271          6335 10237
a2272          6798 1315
a2273          2637 9471
a2274          508 8686
a2275          1887 2950
a2276          4511 2376
a2277          4501 10439
a2278          3801 1314
a2279          4935 4861
a2280          3445 3422
a2281          6844 12982
a2282          7051 1301
a2283          3673 13465
a2284          2437 3123
a2285          969 2215
a2286          5149 204
a2287          1910 4270
a2288          1872 4432
a2289          5832 8336
a2290          7478 7431
a2291          5115 10044
a2292          2313 13927
a2293          4265 5291
a2294          3561 5842
a2295          6478 10367
a2296          7168 12429
a2297          5258 13008
a2298          2114 14030
a2299          1040 10753
a2300          4255 362
a2301          6882 10157
a2302          6108 14468
a2303          2916 5657
a2304          4005 7470
a2305          2924 7289
a2306          6240 2209
a2307          1921 6824
a2308          1591 5615
a2309          3695 13070
a2310          3324 13509
a2311          2956 6310
a2312          1807 7738
a2313          5732 7564
a2314          829 4687
a2315          1852 390
a2316          2698 12472
a2317          3184 4124
a2318          2082 4831
a2319          3303 14613
a2320          6423 13153
a2321          743 14778
a2322          6015 5038
a2323          184 12319
a2324          1050 6778
a2325          1884 9431
a2326          1100 7847
a2327          3794 10854
a2328          2501 14668
a2329          6642 10523
a2330          5219 8291
a2331          3558 13375
a2332          4254 9088
a2333          4366 12672
a2334          2888 3826
a2335          1076 10485
a2336          6234 2717
a2337          6563 7847
a2338          2161 13666
